title,description,company,location,area,date,image
Clinical molecular geneticist,"Libero corrupti aliquam aliquid architecto soluta. Nulla reiciendis harum hic.
Corporis ipsam optio minima. Nam explicabo blanditiis nulla quisquam. Repellat doloremque mollitia rem accusantium consequuntur.",Soluciones Financieras Ltda.,Santa Marta,Marketing,2021-08-18,vacante/images/default.jpeg
Herbalist,"Officiis odio quis animi sunt reiciendis. Quas quasi voluptatem quidem libero eveniet.
Maiores tenetur molestiae ratione. Blanditiis quod animi sit soluta minima.",Proyectos Empresariales,Villavicencio,Recursos Humanos,2023-06-29,vacante/images/default.jpeg
Chief of Staff,"Nesciunt veritatis tempora omnis repellat aperiam nihil.
Aut nemo exercitationem totam expedita mollitia incidunt. Illum tempore aut magnam porro.",Grupo Empresarial Latinoamericano,Bogotá,Marketing,2023-04-23,vacante/images/default.jpeg
Chief Financial Officer,"Id enim quidem sit doloremque sapiente. Vel dolores ipsum reiciendis officia consequuntur inventore.
Aut exercitationem quibusdam ex. Laudantium amet nobis voluptatibus repellendus architecto necessitatibus. Blanditiis dicta quibusdam labore.",Grupo Empresarial Latinoamericano,Manizales,Diseño,2022-12-15,vacante/images/default.jpeg
Public house manager,Eum reprehenderit voluptate laborum porro laborum dolor. Sunt eaque beatae voluptatibus accusantium delectus debitis. Veritatis dignissimos commodi. Repellendus eveniet ducimus repudiandae culpa.,Soluciones Financieras Ltda.,Pasto,Desarrollo,2023-11-28,vacante/images/default.jpeg
Cabin crew,"Voluptatum impedit rem fugiat nobis. Ipsum blanditiis voluptas sequi aliquam repellendus. Suscipit ex temporibus animi voluptas quae. Molestias quibusdam facere.
Officiis nulla assumenda quaerat. Deserunt minus excepturi quae illo.",Soluciones Financieras Ltda.,Ibagué,Diseño,2024-05-05,vacante/images/default.jpeg
Financial manager,"Voluptatum nihil dolore eaque. Odio laudantium temporibus occaecati mollitia ipsa. A voluptates expedita debitis hic deleniti.
Nisi molestias quibusdam harum nam officiis. Quidem vel ipsam quae velit illum. Deleniti maiores explicabo error.",Consultores Globales,Neiva,Marketing,2023-05-06,vacante/images/default.jpeg
Midwife,"Possimus unde modi voluptatibus corrupti modi. Eos animi molestiae deserunt sint dicta maiores. Incidunt possimus dolore enim necessitatibus repellat et.
Ipsam explicabo pariatur. Quae exercitationem ipsum laboriosam. Veniam optio et eligendi quia.",Grupo Empresarial Latinoamericano,Santa Marta,Soporte Técnico,2022-07-25,vacante/images/default.jpeg
Quality manager,"Dicta ipsa necessitatibus veniam qui ea quia eligendi. Nisi porro aliquid temporibus expedita deleniti. Eveniet consequatur nobis quisquam dolorem voluptatibus.
In necessitatibus est accusamus officiis. Atque pariatur et at quasi.",Consultores Globales,Medellín,Recursos Humanos,2025-02-22,vacante/images/default.jpeg
"Pharmacist, community","Excepturi iusto pariatur at. Sapiente a dolor modi consequuntur et.
Totam quasi impedit. Nemo deleniti quos a quasi.
Aliquid magnam dolores sapiente excepturi. At iure est natus impedit expedita nulla nemo. Dolorem facere ipsum odio voluptatem at.",Compañía Nacional de Tecnología,Medellín,Recursos Humanos,2024-12-27,vacante/images/default.jpeg
Scientific laboratory technician,"Sequi est illo quaerat natus.
Error illum nostrum corrupti ab sapiente. Magni autem itaque repellat fugiat alias magni.
Id consequatur sunt natus a. Exercitationem vero corrupti totam quibusdam.",Consultores Globales,Cartagena,Contabilidad,2024-03-20,vacante/images/default.jpeg
Copy,"Sit non officiis ea quos enim explicabo. Ea libero provident quasi. Facere ex sapiente alias laborum soluta.
Officia quas natus blanditiis. Eaque eum et omnis dolorem.
Veniam consectetur magnam necessitatibus non dignissimos. Nisi dolor minima quos.",Fábrica de Software Internacional,Villavicencio,Investigación,2023-10-08,vacante/images/default.jpeg
"Geologist, wellsite","Officia quasi perspiciatis id. Quas voluptatibus quidem perferendis reprehenderit quae.
Nam nam qui consequatur delectus. Laboriosam iure doloremque reiciendis. Corporis vitae similique commodi velit.",Corporación Innovadora,Cali,Marketing,2022-09-23,vacante/images/default.jpeg
Radiation protection practitioner,"Illo quidem in ducimus. Vero officiis velit error cumque quasi et. Possimus ullam amet quam.
Odit nostrum consequatur optio tenetur laborum.
Iusto dignissimos qui possimus deleniti. Minus rem excepturi eaque fugit eius alias.",Grupo Empresarial Latinoamericano,Ibagué,Administración,2023-09-18,vacante/images/default.jpeg
Musician,"Libero voluptates cumque deleniti. Quo doloribus architecto tenetur. Nulla doloremque fugiat sequi.
Beatae enim ratione. Quasi repudiandae voluptate. In velit quidem excepturi laborum repellat maiores.",Corporación Innovadora,Santa Marta,Investigación,2025-01-05,vacante/images/default.jpeg
Writer,"Ab odit tempore saepe exercitationem rerum. Soluta eligendi dolorum corporis et vero.
Dicta repellendus pariatur neque. Voluptate dolorum aperiam ad modi. Voluptatem non ratione voluptatem.",Grupo Empresarial Latinoamericano,Santa Marta,Administración,2023-03-27,vacante/images/default.jpeg
"Designer, television/film set","Incidunt rem fugiat dolor blanditiis doloribus quam. Quisquam iusto quia officia eius dolore.
Beatae enim a debitis. Magnam ab delectus eum. Dignissimos earum suscipit.
Cum rerum iure repellat explicabo.",Estrategias de Marketing Digital,Neiva,Recursos Humanos,2023-08-18,vacante/images/default.jpeg
Planning and development surveyor,Laboriosam asperiores blanditiis magni impedit reprehenderit possimus. Ad odit nemo in. Amet explicabo nostrum quod consequatur architecto.,Soluciones Financieras Ltda.,Cúcuta,Diseño,2020-09-02,vacante/images/default.jpeg
"Designer, furniture","Esse voluptate expedita. Saepe perspiciatis optio accusantium atque pariatur.
Unde repellendus unde nemo. Deleniti optio tenetur repellat corrupti amet. Beatae possimus deserunt aperiam.
Fugit veritatis aut repudiandae.",Sistemas Digitales S.A.,Bucaramanga,Administración,2020-09-03,vacante/images/default.jpeg
Building control surveyor,"Magni inventore nam beatae atque voluptatibus. Recusandae praesentium quisquam reprehenderit suscipit animi fugit.
Neque tempora quasi repellendus illo fugiat voluptatibus cupiditate. Eos unde excepturi vitae praesentium temporibus ex.",Grupo Empresarial Latinoamericano,Cali,Ventas,2021-10-16,vacante/images/default.jpeg
Logistics and distribution manager,"Ex beatae dolor nobis minus et repudiandae similique. Et animi nemo quos praesentium repudiandae deleniti placeat. Quas dolorem voluptas voluptate provident eius.
Inventore vero magni voluptates officiis repellat rerum.",Soluciones Financieras Ltda.,Bucaramanga,Recursos Humanos,2023-11-28,vacante/images/default.jpeg
Claims inspector/assessor,Repellat dolorum minima eligendi quia officia cupiditate. Sunt libero dicta ea cum. Aliquam pariatur laudantium labore error. Ipsam modi eaque non sunt laudantium.,Estrategias de Marketing Digital,Medellín,Investigación,2024-12-29,vacante/images/default.jpeg
"Librarian, public","Ducimus voluptate magnam reprehenderit itaque. Id quia amet quae. Possimus eius tempora minima sed.
Aliquam corporis soluta voluptatibus quidem voluptas. Velit quod adipisci dolorem.",Soluciones Financieras Ltda.,Pereira,Investigación,2021-12-03,vacante/images/default.jpeg
Brewing technologist,"Illo suscipit ut nulla voluptates. Sequi corporis eius dolorum iure.
Dolorum eveniet quas voluptatem. Ullam natus error molestias. Et asperiores fugit dolor ea.",Grupo Empresarial Latinoamericano,Santa Marta,Administración,2023-08-07,vacante/images/default.jpeg
Osteopath,Aliquid voluptatum veritatis ipsam ut. Dolores veniam fugiat assumenda possimus aliquam excepturi possimus. Veniam enim veniam placeat. Excepturi non veniam maxime molestiae nesciunt.,Compañía Nacional de Tecnología,Santa Marta,Ventas,2023-10-29,vacante/images/default.jpeg
Animal nutritionist,Quibusdam nobis molestias voluptatum. Blanditiis repudiandae mollitia vel nemo minus ad.,Sistemas Digitales S.A.,Neiva,Diseño,2022-04-13,vacante/images/default.jpeg
Accounting technician,Facere sit corporis provident dolorem beatae adipisci sint. Laboriosam iure reprehenderit sequi iusto deserunt. Accusamus quae consectetur exercitationem.,Grupo Empresarial Latinoamericano,Cali,Soporte Técnico,2021-04-14,vacante/images/default.jpeg
Music tutor,"Quasi iure consectetur culpa doloremque. Consectetur commodi rerum fugiat incidunt corrupti impedit.
Eum excepturi ad incidunt. Corrupti maxime ex sed. Totam repellat excepturi unde optio corporis quidem dolorum.",Fábrica de Software Internacional,Bogotá,Consultoría,2023-10-18,vacante/images/default.jpeg
"Engineer, technical sales","Necessitatibus repellendus eum minus. Alias sit ex voluptate perspiciatis animi provident. Unde molestias molestiae unde aut.
A facilis sed adipisci. Qui cupiditate placeat esse maxime corrupti.",Soluciones Financieras Ltda.,Medellín,Soporte Técnico,2020-10-13,vacante/images/default.jpeg
Orthoptist,"Qui accusantium temporibus nemo minus aliquam perferendis. Quo vitae adipisci impedit dolorum quaerat. Eius dolores incidunt voluptatibus.
Vitae hic illo illo minus. Debitis aperiam repudiandae. Totam eaque magni.",Grupo Empresarial Latinoamericano,Ibagué,Investigación,2021-09-28,vacante/images/default.jpeg
Furniture conservator/restorer,"Libero debitis officiis deserunt sint atque. Consectetur cumque saepe consectetur vitae nam magni error. Sint culpa fugiat at.
Excepturi perferendis laboriosam laboriosam aspernatur consequuntur. Quaerat libero error ad molestias nulla explicabo.",Soluciones Financieras Ltda.,Medellín,Desarrollo,2020-06-23,vacante/images/default.jpeg
"Scientist, water quality","Nisi quidem asperiores sequi. Possimus cupiditate hic minima.
Quo autem sint velit veritatis aliquam. Perspiciatis hic dicta eius tenetur nam facilis. Perspiciatis odit adipisci voluptatibus ut sapiente suscipit.",Corporación Innovadora,Medellín,Consultoría,2023-11-14,vacante/images/default.jpeg
Games developer,"Necessitatibus tempora assumenda quo reprehenderit maxime aliquam. Voluptatibus exercitationem minus quo possimus explicabo culpa. Sapiente dolorem culpa fugiat corrupti temporibus.
Esse eum minima sunt.",Soluciones Financieras Ltda.,Pasto,Ventas,2021-07-09,vacante/images/default.jpeg
"Designer, textile","Dolor doloremque ab ea eligendi architecto ad qui. Similique dignissimos magni accusantium sunt nulla amet quisquam. Officia totam error temporibus.
Nostrum totam qui veniam. Quibusdam ad aut id necessitatibus aut voluptatibus.",Fábrica de Software Internacional,Bogotá,Marketing,2025-03-05,vacante/images/default.jpeg
Site engineer,"Autem corporis repellendus accusantium dolores. Officiis non modi alias laborum cupiditate sit libero.
Minus error sunt iusto reiciendis.",Sistemas Digitales S.A.,Medellín,Desarrollo,2023-09-20,vacante/images/default.jpeg
Training and development officer,Nam quae saepe dolorum ea nemo similique. Odio reiciendis pariatur et. Maiores sed sunt minima culpa beatae.,Soluciones Financieras Ltda.,Bogotá,Ventas,2023-07-04,vacante/images/default.jpeg
"Geneticist, molecular","Suscipit necessitatibus cumque cumque at. Ad maxime aliquam illo.
Quo amet fugit doloribus assumenda recusandae. Accusamus sint similique quaerat quidem quas ipsam.
Ex aliquam libero non necessitatibus natus tenetur. Esse tempore occaecati debitis.",Estrategias de Marketing Digital,Villavicencio,Consultoría,2022-05-20,vacante/images/default.jpeg
Leisure centre manager,"Cumque aut veniam cumque quas repellat minima. Nostrum placeat sint qui.
Reprehenderit possimus consectetur mollitia aliquam. Maiores blanditiis porro hic. Architecto explicabo reiciendis eum dicta hic odio.",Estrategias de Marketing Digital,Bucaramanga,Contabilidad,2023-11-02,vacante/images/default.jpeg
Mining engineer,"Error tenetur deleniti eligendi sed odio. Eligendi cumque porro debitis accusantium ab. Quae vero assumenda nam hic nostrum sed.
Sapiente consequuntur molestias cumque dolores. Quis neque blanditiis ullam animi ratione.",Consultores Globales,Pasto,Contabilidad,2024-07-01,vacante/images/default.jpeg
"Scientist, audiological","Quo non iusto quod tempore. Nesciunt cum magni iusto ad qui.
Reiciendis magnam laborum illum harum exercitationem magni ipsum. Cupiditate nulla dolorem. Quia quisquam ullam vero.
Necessitatibus nostrum at eaque doloribus aperiam vel.",Sistemas Digitales S.A.,Neiva,Consultoría,2021-01-14,vacante/images/default.jpeg
Health service manager,"Dolorum eum reprehenderit similique. Impedit asperiores praesentium voluptas nostrum optio.
Asperiores accusantium eum libero fugit a. Tempora sapiente doloremque error dolores. Dolore et veritatis ducimus aspernatur ab.",Compañía Nacional de Tecnología,Medellín,Diseño,2021-09-09,vacante/images/default.jpeg
Midwife,Ratione suscipit nostrum. Iste aspernatur facere officia maxime enim ducimus fuga. Officia pariatur expedita iusto sunt quis maxime.,Corporación Innovadora,Armenia,Desarrollo,2020-03-27,vacante/images/default.jpeg
Research scientist (physical sciences),"Facilis quo eligendi cupiditate illo illo minus. Ullam at ullam. Quisquam dignissimos odit provident.
Error mollitia molestias earum molestias ipsam. Eos occaecati ab delectus optio dicta magni. Suscipit impedit nobis reiciendis beatae animi error.",Compañía Nacional de Tecnología,Cali,Ventas,2020-08-29,vacante/images/default.jpeg
Estate agent,"Earum facilis ex debitis ad alias iusto. Eaque iste ducimus nulla. Cum aut dolorem aliquid dicta.
Porro exercitationem quam soluta repellat est blanditiis quasi. Quia sapiente eos odio. Exercitationem rerum perferendis sed laudantium aperiam.",Estrategias de Marketing Digital,Santa Marta,Desarrollo,2020-10-19,vacante/images/default.jpeg
Aeronautical engineer,Accusantium tenetur molestiae rem labore. Labore amet quisquam pariatur nobis. Rem accusamus exercitationem necessitatibus occaecati labore accusamus totam.,Grupo Empresarial Latinoamericano,Cali,Investigación,2024-05-11,vacante/images/default.jpeg
Arts administrator,"Quidem libero aliquid dolor odio veritatis aspernatur culpa. Corporis incidunt soluta eveniet dicta.
Ullam nostrum laboriosam assumenda nostrum magni molestiae. Iusto ipsum culpa reiciendis.",Corporación Innovadora,Bogotá,Contabilidad,2021-05-19,vacante/images/default.jpeg
Contractor,"Dolore doloremque eaque officiis illo ipsa nihil incidunt. Dicta iure maiores sapiente cum consequuntur.
Reiciendis reiciendis quas quasi nisi deleniti eum. Illo in culpa illo perferendis nisi vel.",Estrategias de Marketing Digital,Cúcuta,Administración,2020-01-04,vacante/images/default.jpeg
Mudlogger,Quas ipsum voluptate recusandae hic numquam placeat sunt. Modi officiis autem perferendis explicabo. Nobis pariatur officia nostrum et explicabo. Odit tenetur deserunt dicta explicabo quod sint recusandae.,Proyectos Empresariales,Neiva,Desarrollo,2023-12-17,vacante/images/default.jpeg
"Geologist, wellsite","Libero ex quidem iusto incidunt. Distinctio facilis quae temporibus quibusdam delectus molestias. Laborum impedit similique rerum repellat illo repellendus.
Aliquam autem sequi deleniti. Quos necessitatibus doloribus minima placeat.",Consultores Globales,Ibagué,Consultoría,2022-10-06,vacante/images/default.jpeg
Adult nurse,"Rerum ullam corporis laboriosam magnam quia dolor labore. Quidem incidunt amet cumque porro.
Ipsa expedita quibusdam id rerum blanditiis minus quaerat. Accusantium et voluptatem rerum.
Corrupti assumenda debitis ad a.",Proyectos Empresariales,Cali,Marketing,2022-03-16,vacante/images/default.jpeg
"Conservator, museum/gallery",Dicta quis assumenda laborum eligendi eaque earum molestiae. Pariatur distinctio atque molestias quod nobis. Consequatur eum dolorum non facere pariatur tempora dignissimos.,Fábrica de Software Internacional,Bucaramanga,Recursos Humanos,2021-02-26,vacante/images/default.jpeg
Personnel officer,"Quisquam asperiores nobis deserunt nihil illo. Laboriosam sapiente omnis blanditiis natus possimus. Voluptate iste magni aperiam.
Quidem culpa soluta iure et nobis.",Consultores Globales,Cúcuta,Ventas,2023-03-13,vacante/images/default.jpeg
Arts development officer,"Placeat ut fugit mollitia in praesentium eveniet. Optio molestias laudantium adipisci iure aut ut.
Earum aliquam provident odio dignissimos quibusdam quaerat. Nisi error consequatur natus pariatur ad.",Proyectos Empresariales,Bogotá,Marketing,2022-07-04,vacante/images/default.jpeg
Ecologist,"Fugit id nostrum minima aliquid recusandae. Dolorem officiis assumenda ullam doloribus.
Optio quia itaque provident. Nam error enim consequatur. Ratione accusantium ullam corporis illum ipsa eligendi magnam.",Proyectos Empresariales,Barranquilla,Investigación,2021-04-23,vacante/images/default.jpeg
Heritage manager,"Ipsum id neque dolore debitis vel placeat. Quibusdam voluptate dicta provident inventore cupiditate ut.
Rerum culpa ipsam sint aliquid. Eaque recusandae minus quod eius aliquam.
Esse esse distinctio excepturi totam. Ipsam sit dolor.",Soluciones Financieras Ltda.,Ibagué,Diseño,2024-12-14,vacante/images/default.jpeg
Astronomer,Animi saepe rerum architecto corrupti nesciunt. Numquam illum ad libero.,Proyectos Empresariales,Cúcuta,Desarrollo,2020-06-17,vacante/images/default.jpeg
Forest/woodland manager,"Nisi placeat cum minima inventore. Similique tenetur corrupti aliquid odit. Iste cupiditate non dignissimos eum tempora sapiente.
Odit omnis vitae ipsa pariatur similique.",Grupo Empresarial Latinoamericano,Bogotá,Desarrollo,2022-06-22,vacante/images/default.jpeg
Barista,"Dolorum vel distinctio fugit voluptates non ab. Repellendus quisquam illum eos molestiae harum. Quos in qui.
Provident voluptatum odio soluta minima. Ut natus aut illum rerum illum sapiente. Itaque libero reiciendis quisquam alias.",Estrategias de Marketing Digital,Neiva,Diseño,2022-06-02,vacante/images/default.jpeg
Building surveyor,"Sit dolore eum eos. Minus eius ab nostrum.
Neque cumque temporibus nihil iusto voluptatem. Aliquam sequi debitis corrupti maxime sapiente libero perspiciatis.",Corporación Innovadora,Cartagena,Desarrollo,2021-11-09,vacante/images/default.jpeg
"Solicitor, Scotland","Corrupti illum soluta in. Harum tempore quas occaecati natus amet adipisci.
Corporis quibusdam nobis iure earum dolorem. Sit temporibus sed fuga sit eveniet unde.",Fábrica de Software Internacional,Pasto,Administración,2023-02-11,vacante/images/default.jpeg
Product/process development scientist,"Porro eaque molestiae. Et ad vel expedita consectetur libero labore.
Dignissimos non iste ex quis dolore ut. Porro ut expedita iure. Consequatur beatae perferendis.
Assumenda quae eos a ipsam.",Sistemas Digitales S.A.,Pereira,Administración,2024-09-11,vacante/images/default.jpeg
Fine artist,"Aut eius reiciendis est accusamus. Nam rem saepe quisquam est. Pariatur laboriosam nihil culpa. Omnis ipsam sit quo sed.
Incidunt et quibusdam voluptatum veritatis quidem totam. Animi commodi error doloremque. Molestias aut labore odit delectus.",Sistemas Digitales S.A.,Bogotá,Soporte Técnico,2020-12-20,vacante/images/default.jpeg
Audiological scientist,"Dicta exercitationem libero qui magnam.
Beatae repudiandae nisi eos.
Ut modi maxime totam veniam tempora. Dolorum quo adipisci eum. Amet rerum maiores cupiditate.",Servicios de Infraestructura TIC,Cali,Marketing,2023-04-29,vacante/images/default.jpeg
"Conservator, furniture","Qui et molestias modi non non est cupiditate. Perspiciatis occaecati eveniet quidem voluptatibus. Alias sequi dolore.
Impedit facilis eveniet architecto esse. Ab ipsam nobis. Ipsa deleniti similique suscipit illum voluptates vel.",Grupo Empresarial Latinoamericano,Neiva,Ventas,2021-02-05,vacante/images/default.jpeg
Software engineer,"In suscipit architecto harum ipsum nobis. Voluptate culpa non distinctio. Dolore nulla dolorem dignissimos officiis dicta.
Iusto a unde asperiores cupiditate temporibus. Fugit libero ipsam assumenda in. Voluptas explicabo eius odio.",Compañía Nacional de Tecnología,Barranquilla,Administración,2023-09-07,vacante/images/default.jpeg
"Scientist, audiological","Assumenda amet explicabo beatae in ullam. Doloribus alias hic occaecati soluta. Reiciendis quae velit rerum ratione labore illum voluptatum.
Saepe facilis nobis placeat numquam expedita. Consectetur sunt quis odit unde rem.",Estrategias de Marketing Digital,Villavicencio,Consultoría,2022-10-10,vacante/images/default.jpeg
Web designer,"Alias eaque quos earum sed perferendis. Et optio unde. Voluptatum excepturi ullam eum.
Eum aut facilis. Ipsam nihil mollitia ea sapiente magnam dolores delectus.",Fábrica de Software Internacional,Manizales,Investigación,2023-06-24,vacante/images/default.jpeg
Chemical engineer,"Quidem eaque cumque recusandae possimus itaque. Dolorem neque voluptas.
Beatae quos in fugit non quis deserunt eius. Voluptates illo voluptas et sint temporibus necessitatibus. Voluptates magnam sint atque deserunt.",Soluciones Financieras Ltda.,Armenia,Marketing,2020-11-16,vacante/images/default.jpeg
Airline pilot,"Est eos velit praesentium accusantium ex.
Quae corporis harum quaerat cumque tempora. Saepe tenetur saepe aut. Consequatur labore molestias rem dolores tempora doloremque.",Soluciones Financieras Ltda.,Medellín,Contabilidad,2024-05-18,vacante/images/default.jpeg
Clinical molecular geneticist,Est libero quasi facilis explicabo eos. Nemo eveniet repellat delectus. Delectus modi neque delectus.,Compañía Nacional de Tecnología,Cartagena,Marketing,2023-02-11,vacante/images/default.jpeg
"Lighting technician, broadcasting/film/video","Veritatis impedit hic rerum magnam saepe corrupti. Aut cupiditate adipisci cupiditate.
Quia veniam odio culpa deserunt corrupti culpa. Aut debitis odio facere. Soluta quia blanditiis architecto maiores soluta.",Corporación Innovadora,Santa Marta,Administración,2021-10-19,vacante/images/default.jpeg
Aid worker,Deleniti tempore molestias eum. Veritatis similique impedit perspiciatis beatae aperiam ut.,Compañía Nacional de Tecnología,Cali,Investigación,2022-03-09,vacante/images/default.jpeg
Production engineer,Praesentium ad consequatur dolores. Blanditiis nam similique non. Doloribus quibusdam deleniti reiciendis voluptas omnis.,Compañía Nacional de Tecnología,Armenia,Soporte Técnico,2023-12-04,vacante/images/default.jpeg
Veterinary surgeon,"Alias beatae accusamus consequuntur sint numquam. Ad ducimus alias.
Quas vitae porro tempora autem doloribus. Recusandae doloribus nostrum quod libero. Corrupti doloribus maiores consequuntur dolorem natus incidunt.",Consultores Globales,Bogotá,Investigación,2020-12-02,vacante/images/default.jpeg
Waste management officer,Sunt esse doloribus cupiditate dolore deserunt ea minima. Laborum quis eos recusandae sit maxime. Earum nihil quos atque et deserunt expedita excepturi.,Soluciones Financieras Ltda.,Ibagué,Administración,2021-02-16,vacante/images/default.jpeg
Immigration officer,"Earum iusto illo nemo commodi. Voluptatem placeat aliquam nulla harum quasi non.
Occaecati commodi deleniti animi omnis porro.",Servicios de Infraestructura TIC,Cali,Soporte Técnico,2020-08-01,vacante/images/default.jpeg
Mudlogger,Exercitationem illum ratione aperiam doloribus saepe aspernatur voluptatum. Labore magni veritatis incidunt ipsam. Ex maxime fugiat molestiae esse est autem.,Grupo Empresarial Latinoamericano,Cartagena,Desarrollo,2025-02-20,vacante/images/default.jpeg
Site engineer,Accusamus est similique sequi debitis voluptates laudantium. Odio maxime asperiores ullam repudiandae quam dolore. Nesciunt voluptates voluptate a earum totam totam et.,Proyectos Empresariales,Manizales,Recursos Humanos,2020-07-17,vacante/images/default.jpeg
"Engineer, broadcasting (operations)","Non quae fugit. Saepe aperiam earum natus esse.
Repellendus impedit omnis hic animi consectetur quos. Eaque ea officia error accusantium. Impedit illo ipsa nulla sapiente tenetur.",Soluciones Financieras Ltda.,Pasto,Desarrollo,2025-01-15,vacante/images/default.jpeg
Medical physicist,"Possimus vero nesciunt mollitia nobis dolorem. Modi quas aliquam ut eaque labore. Amet ducimus dolorem quidem fugit.
Hic impedit et itaque. Perspiciatis ducimus mollitia sit omnis.",Sistemas Digitales S.A.,Armenia,Soporte Técnico,2020-05-26,vacante/images/default.jpeg
Fish farm manager,"Porro iusto sit assumenda itaque ea. Accusantium soluta laborum corporis consectetur in.
Illo magnam facilis ipsum nam aut aliquam. Ea ab cumque doloribus exercitationem blanditiis molestias.",Consultores Globales,Cartagena,Desarrollo,2023-01-02,vacante/images/default.jpeg
Osteopath,"Quas minus ab nesciunt odit ea veniam. Tempora natus fuga neque officia. Maiores excepturi exercitationem deleniti molestiae culpa voluptatem esse.
At reprehenderit nulla omnis. Non cum laborum dignissimos.",Corporación Innovadora,Pereira,Soporte Técnico,2023-01-04,vacante/images/default.jpeg
Energy manager,"Odio sit fugiat neque animi at tempore eum. Vel sapiente quis quisquam autem ratione.
Iusto sint voluptates. Sed at illo. Quasi quaerat debitis assumenda asperiores neque vel voluptates.
Quos error ipsa alias. Velit vero earum neque quod.",Estrategias de Marketing Digital,Ibagué,Recursos Humanos,2021-01-24,vacante/images/default.jpeg
Careers adviser,"Id saepe eum illum. Tenetur numquam perspiciatis perferendis quidem. Ab id nisi cupiditate quisquam magni iure.
In occaecati eum alias fugiat. Neque perspiciatis quae.",Consultores Globales,Cali,Administración,2021-02-25,vacante/images/default.jpeg
Sports administrator,"Nemo omnis beatae possimus nemo. Blanditiis iste quibusdam ab occaecati ut unde. Consectetur et assumenda.
Quod deleniti non quo atque unde non dolor. Minus quaerat fuga magnam totam fugit eum. Officiis asperiores eum odio eveniet itaque.",Corporación Innovadora,Medellín,Soporte Técnico,2020-12-29,vacante/images/default.jpeg
"Teacher, adult education","Temporibus consequatur esse voluptas necessitatibus. Provident tempora ad vero. Mollitia voluptatum sint dolore fugiat aut culpa.
Similique cum at ea suscipit ratione quia. Provident vel facilis maiores.",Fábrica de Software Internacional,Bogotá,Contabilidad,2020-07-10,vacante/images/default.jpeg
Press photographer,"Adipisci culpa voluptatem. Fuga ex voluptatum nihil culpa pariatur.
Hic exercitationem illum architecto animi veritatis. Tempora placeat cum optio incidunt autem quo.",Grupo Empresarial Latinoamericano,Pereira,Desarrollo,2021-02-03,vacante/images/default.jpeg
Animal nutritionist,"Eum blanditiis pariatur iste libero aliquam exercitationem. Saepe provident impedit fuga amet amet. Nihil alias dolorum ipsa officiis autem.
Odio repudiandae corrupti reprehenderit illo unde exercitationem. Eos labore deleniti labore.",Consultores Globales,Cali,Recursos Humanos,2022-04-13,vacante/images/default.jpeg
Press photographer,Repudiandae inventore animi veritatis repellendus quis. Blanditiis corrupti nesciunt nisi. Sunt sed sunt ipsa deserunt sit. Facilis rerum minima quae.,Compañía Nacional de Tecnología,Medellín,Administración,2022-04-14,vacante/images/default.jpeg
"Doctor, general practice",Nostrum nihil illum harum. Autem ea ipsam exercitationem perspiciatis. Id aspernatur placeat velit eum possimus a. Asperiores deleniti cumque ab beatae commodi vitae.,Corporación Innovadora,Bucaramanga,Recursos Humanos,2023-10-04,vacante/images/default.jpeg
Translator,Officia ea impedit at consequuntur exercitationem iste. Cumque consequuntur commodi doloribus reiciendis accusantium qui iure. Ex incidunt aliquid repudiandae iste consequuntur.,Proyectos Empresariales,Santa Marta,Administración,2021-01-18,vacante/images/default.jpeg
Environmental health practitioner,"Voluptates sunt quibusdam aliquam occaecati. Incidunt quis veniam.
Perferendis eaque quae voluptatem quasi rem necessitatibus.
Iusto tenetur voluptatibus repellat ut dicta sint. Vitae fugit debitis excepturi at adipisci.",Estrategias de Marketing Digital,Armenia,Desarrollo,2022-03-22,vacante/images/default.jpeg
Data scientist,"Aut quas voluptatibus perspiciatis. Consequuntur sed recusandae.
Libero iure atque. Optio ducimus non vero. Consequatur repellat nulla dignissimos exercitationem laboriosam.",Servicios de Infraestructura TIC,Neiva,Contabilidad,2023-11-18,vacante/images/default.jpeg
"Accountant, chartered","Nihil dolorem sed dolorum. Perspiciatis necessitatibus totam tempore tempore.
Labore labore vero dignissimos reiciendis vel veniam. Adipisci tempora eveniet error.",Servicios de Infraestructura TIC,Pasto,Recursos Humanos,2023-03-14,vacante/images/default.jpeg
Sub,"Iste consectetur et voluptate provident sed.
Delectus non voluptatibus illum ipsam.
Dignissimos impedit quia. Hic quo laudantium exercitationem fuga. Earum perferendis odio molestiae architecto possimus.",Consultores Globales,Medellín,Recursos Humanos,2024-01-18,vacante/images/default.jpeg
Holiday representative,"Voluptatibus quisquam alias quibusdam ipsum ipsum. Est aliquam aliquid labore nemo veniam. Illo magni quia illo soluta beatae.
Ut sapiente alias non debitis pariatur. Iusto corrupti sint beatae. Vel sed dolores hic exercitationem culpa repudiandae.",Servicios de Infraestructura TIC,Manizales,Investigación,2021-04-21,vacante/images/default.jpeg
Fashion designer,"Ipsa temporibus iusto quia praesentium fugiat praesentium illum. Facilis aliquam tenetur sit ipsam ea officiis saepe.
Rem nisi similique placeat aspernatur delectus perferendis. Quas quos expedita amet quis.",Compañía Nacional de Tecnología,Cartagena,Diseño,2022-02-18,vacante/images/default.jpeg
